 ,gas,electricity,heat_demand
2267,0.94235,1.04693,0.98029258
2268,0.94235,1.03224,0.95297857
2269,0.94235,1.013,0.95394534
2270,0.94235,1.00899,0.95441877
2271,0.94235,1.013,0.96558319
2272,0.94235,1.04399,0.97823837
2273,0.94235,1.08927,1.0099896
2274,0.94235,1.12774,1.22533812
2275,0.94235,1.12387,0.88704308
2276,0.94235,1.05775,0.9732926
2277,0.94235,1.04893,1.04788682
2278,0.94235,1.03558,1.04010771
2279,0.94235,1.05321,1.04010771
2280,0.89498,1.0293,1.00763105
2281,0.89498,1.00859,0.97130846
2282,0.89498,0.97907,0.94801164
2283,0.89498,0.97948,0.94218744
2284,0.89498,0.9947,0.93636323
2285,0.89498,1.02048,0.94801164
2286,0.89498,1.05828,0.84491624
2287,0.89498,1.0854,0.73557134
2288,0.89498,1.11812,0.70082507
2289,0.89498,1.0675,0.67694326
2290,0.89498,1.04332,0.59028802
2291,0.89498,0.9585,0.53152046
2292,0.89498,0.94648,0.55290713
2293,0.89498,0.91135,0.56829375
2294,0.89498,0.91122,0.52681307
2295,0.89498,0.91149,0.47191658
2296,0.89498,0.92979,0.50382479
2297,0.89498,1.04826,0.61833248
2298,0.89498,1.07004,0.69463917
2299,0.89498,1.05628,0.9304108
2300,0.89498,1.03103,0.94788342
2301,0.89498,1.02062,0.91876239
2302,0.89498,0.98068,0.97130846
2303,0.89498,0.97841,1.01412638
2304,0.86907,1.00058,1.06618041
2305,0.86907,0.99283,1.05959371
2306,0.86907,0.97106,1.05309838
2307,0.86907,0.97293,1.12551907
2308,0.86907,0.98001,1.10573952
2309,0.86907,0.98696,1.06618041
2310,0.86907,1.02355,0.91985815
2311,0.86907,1.03798,0.74024944
2312,0.86907,1.03998,0.75975444
2313,0.86907,0.98615,0.70804383
2314,0.86907,0.96425,0.6719327
2315,0.86907,0.96011,0.6597758
2316,0.86907,0.91763,0.6431827
2317,0.86907,0.87128,0.69829725
2318,0.86907,0.88317,0.7278822
2319,0.86907,0.9163,0.76257645
2320,0.86907,0.96265,0.64356929
2321,0.86907,1.0699,0.81120676
2322,0.86907,1.11999,0.87518952
2323,0.86907,1.16006,0.97972405
2324,0.86907,1.11492,0.98621939
2325,0.86907,1.1053,0.99271472
2326,0.86907,1.08473,1.05959371
2327,0.86907,1.01567,1.08595996
2328,0.90168,1.00045,1.07936678
2329,0.90168,0.98749,1.05959371
2330,0.90168,0.98175,1.02711705
2331,0.90168,0.99377,1.01412638
2332,0.90168,1.05254,1.00763105
2333,0.90168,1.23099,1.02711705
2334,0.90168,1.29123,0.88686874
2335,0.90168,1.29831,0.81740441
2336,0.90168,1.27988,1.41768899
2337,0.90168,1.15272,1.40221275
2338,0.90168,1.08994,1.35147426
2339,0.90168,1.06883,1.34166859
2340,0.90168,1.05588,1.27422714
2341,0.90168,1.03678,1.19953319
2342,0.90168,1.03344,1.26690964
2343,0.90168,1.02756,1.28407166
2344,0.90168,1.0691,1.36211585
2345,0.90168,1.09862,1.38373737
2346,0.90168,1.14417,1.51479735
2347,0.90168,1.11906,1.1029883
2348,0.90168,1.07685,1.11890118
2349,0.90168,1.05708,1.16663982
2350,0.90168,0.99697,1.1123327
2351,0.90168,0.96104,1.15189181
2352,0.90694,0.96024,1.10573952
2353,0.90694,0.9724,1.15189181
2354,0.90694,0.96385,1.16507818
2355,0.90694,0.96598,1.14529863
2356,0.90694,0.99737,1.15189181
2357,0.90694,1.12734,1.14529863
2358,0.90694,1.19252,0.97394866
2359,0.90694,1.2358,0.78151689
2360,0.90694,1.15766,1.31414985
2361,0.90694,1.12106,1.22769335
2362,0.90694,1.09515,1.21652707
2363,0.90694,1.06803,1.25722069
2364,0.90694,1.04372,1.14261988
2365,0.90694,1.02569,1.05038523
2366,0.90694,0.99617,1.34513006
2367,0.90694,0.99631,1.1435754
2368,0.90694,1.04065,1.03738154
2369,0.90694,1.0858,1.08259343
2370,0.90694,1.1248,1.28673856
2371,0.90694,1.11051,0.87266816
2372,0.90694,1.06803,0.89423054
2373,0.90694,1.05802,0.96610514
2374,0.90694,1.01875,0.94801164
2375,0.90694,0.99791,0.97713267
2376,0.82148,0.9935,1.03361238
2377,0.82148,0.98495,1.04660305
2378,0.82148,0.9748,1.05309838
2379,0.82148,0.98615,1.10573952
2380,0.82148,1.0118,1.13870544
2381,0.82148,1.12453,1.15189181
2382,0.82148,1.22391,1.09989633
2383,0.82148,1.27186,1.03956364
2384,0.82148,1.17262,1.39924268
2385,0.82148,1.11411,1.33993361
2386,0.82148,1.09047,1.28243768
2387,0.82148,1.04666,1.15862099
2388,0.82148,1.0309,1.15906027
2389,0.82148,1.00739,1.18668423
2390,0.82148,0.99911,1.29491683
2391,0.82148,1.00606,1.35261436
2392,0.82148,1.0659,1.36621807
2393,0.82148,1.11799,1.42555005
2394,0.82148,1.12734,1.54988332
2395,0.82148,1.12427,1.08717976
2396,0.82148,1.09208,1.07932117
2397,0.82148,1.0659,1.09503835
2398,0.82148,1.02088,1.09255315
2399,0.82148,0.99777,1.09255315
2400,0.93353,0.99203,1.09255315
2401,0.93353,0.99203,1.09255315
2402,0.93353,0.98468,1.07277359
2403,0.93353,0.99243,1.05959371
2404,0.93353,1.01607,1.05959371
2405,0.93353,1.13682,1.07628563
2406,0.93353,1.25022,1.04048929
2407,0.93353,1.28816,0.94942043
2408,0.93353,1.18745,1.41785503
2409,0.93353,1.14537,1.34783987
2410,0.93353,1.11104,1.27248762
2411,0.93353,1.08393,1.17198051
2412,0.93353,1.0293,1.17274023
2413,0.93353,1.01647,1.20810347
2414,0.93353,1.02155,1.17967951
2415,0.93353,1.01781,1.34928687
2416,0.93353,1.08353,1.25598426
2417,0.93353,1.13388,1.26673973
2418,0.93353,1.21843,1.4621684
2419,0.93353,1.20468,1.00922991
2420,0.93353,1.15165,1.063604
2421,0.93353,1.12734,1.11094474
2422,0.93353,1.08526,1.07277359
2423,0.93353,1.02569,1.10573952
2424,0.82148,1.01794,1.14529863
2425,0.82148,1.00379,1.13870544
2426,0.82148,0.99403,1.158485
2427,0.82148,0.99777,1.22441685
2428,0.82148,1.04519,1.26630079
2429,0.82148,1.15966,1.29152751
2430,0.82148,1.28469,1.25313009
2431,0.82148,1.29938,1.19439703
2432,0.82148,1.18544,1.54170043
2433,0.82148,1.15098,1.40620186
2434,0.82148,1.12453,1.34710167
2435,0.82148,1.09929,1.33424781
2436,0.82148,1.08607,1.3679291
2437,0.82148,1.05935,1.28320876
2438,0.82148,1.04012,1.31902058
2439,0.82148,1.01207,1.25812128
2440,0.82148,1.05428,1.22142653
2441,0.82148,1.11705,1.34267957
2442,0.82148,1.14377,1.47971138
2443,0.82148,1.13909,1.09503835
2444,0.82148,1.10276,1.19050915
2445,0.82148,1.10156,1.26211711
2446,0.82148,1.07485,1.25182457
2447,0.82148,1.09501,1.32420565
2448,0.82148,1.07832,1.33868186
2449,0.82148,1.06269,1.38934861
2450,0.82148,1.03264,1.35315808
2451,0.82148,1.02382,1.38934861
2452,0.82148,1.04359,1.42553915
2453,0.82148,1.08166,1.43256406
2454,0.82148,1.09929,1.34565301
2455,0.82148,1.12841,1.14692293
2456,0.82148,1.12413,0.93080686
2457,0.82148,1.06389,0.83402141
2458,0.82148,1.02916,0.76403346
2459,0.82148,1.01207,0.78008645
2460,0.82148,1.00472,0.87323649
2461,0.82148,0.99257,0.87063341
2462,0.82148,0.98335,0.86182309
2463,0.82148,0.97306,0.97727361
2464,0.82148,1.00218,1.12679279
2465,0.82148,1.07164,1.21886945
2466,0.82148,1.11251,1.2150244
2467,0.82148,1.11505,1.30502231
2468,0.82148,1.07257,1.30502231
2469,0.82148,1.03437,1.34845095
2470,0.82148,0.96545,1.44001537
2471,0.82148,0.98549,1.40382483
2472,0.87215,0.96852,1.42553915
2473,0.87215,0.96478,1.46172969
2474,0.87215,0.98589,1.46172969
2475,0.87215,0.99417,1.49068212
2476,0.87215,0.99123,1.52687266
2477,0.87215,0.9959,1.51755911
2478,0.87215,1.00686,1.33908734
2479,0.87215,1.03598,1.07208066
2480,0.87215,1.02796,0.99372031
2481,0.87215,0.99243,0.85371249
2482,0.87215,0.98308,0.73481463
2483,0.87215,0.96291,0.88648514
2484,0.87215,0.94929,0.83489662
2485,0.87215,0.89426,0.61671684
2486,0.87215,0.88384,0.67347217
2487,0.87215,0.91443,0.73168472
2488,0.87215,0.96492,0.67443785
2489,0.87215,1.05615,1.02533021
2490,0.87215,1.09395,1.0829146
2491,0.87215,1.12119,1.16373964
2492,0.87215,1.07498,1.16373964
2493,0.87215,1.01233,1.19011238
2494,0.87215,1.00592,1.21782367
2495,0.87215,0.97213,1.21782367
2496,0.80686,0.99257,1.27353889
2497,0.80686,0.99337,1.21782367
2498,0.80686,1.01647,1.18485774
2499,0.80686,1.00432,1.17167137
2500,0.80686,1.0659,1.16507818
2501,0.80686,1.16781,1.12619929
2502,0.80686,1.28175,1.02508139
2503,0.80686,1.30272,0.91937064
2504,0.80686,1.12854,1.36149898
2505,0.80686,1.07151,1.34573605
2506,0.80686,1.03437,1.3171393
2507,0.80686,0.92498,1.36835517
2508,0.80686,0.90334,1.39410216
2509,0.80686,0.92484,1.24187383
2510,0.80686,0.97333,1.30064726
2511,0.80686,0.97213,1.23135123
2512,0.80686,1.04399,1.29444492
2513,0.80686,1.1248,1.30163571
2514,0.80686,1.15499,1.36568199
2515,0.80686,1.1455,0.98766752
2516,0.80686,1.1073,1.00922991
2517,0.80686,1.06363,1.01645247
2518,0.80686,0.96398,1.09255315
2519,0.80686,0.99323,1.19145092
2520,0.80557,0.97574,1.21782367
2521,0.80557,0.98655,1.25182457
2522,0.80557,0.97814,1.26630079
2523,0.80557,0.96518,1.42553915
2524,0.80557,0.99671,1.35315808
2525,0.80557,1.11425,1.33846866
2526,0.80557,1.19225,1.22410679
2527,0.80557,1.19426,1.21626316
2528,0.80557,1.11959,1.70115713
2529,0.80557,1.04078,1.53873869
2530,0.80557,0.97373,1.39458309
2531,0.80557,0.96639,1.29957874
2532,0.80557,0.937,1.22027647
2533,0.80557,0.95797,1.20857772
2534,0.80557,0.99136,1.20941473
2535,0.80557,1.02155,1.18103053
2536,0.80557,1.09127,1.33624926
2537,0.80557,1.16127,1.31880323
2538,0.80557,1.20414,1.66644609
2539,0.80557,1.16901,1.19050915
2540,0.80557,1.13722,1.23029135
2541,0.80557,1.08326,1.19050915
2542,0.80557,1.01514,1.14529863
2543,0.80557,0.94435,1.14529863
2544,0.90924,0.93753,1.19145092
2545,0.90924,0.96465,1.2046373
2546,0.90924,0.96465,1.23101004
2547,0.90924,0.96919,1.21782367
2548,0.90924,1.00365,1.19145092
2549,0.90924,1.12226,1.14418954
2550,0.90924,1.17048,1.03594339
2551,0.90924,1.19452,0.98375657
2552,0.90924,1.17008,1.32546727
2553,0.90924,1.13816,1.29409981
2554,0.90924,1.02743,1.19529375
2555,0.90924,0.9732,1.21574694
2556,0.90924,0.95223,0.99860425
2557,0.90924,0.97934,0.96971351
2558,0.90924,0.96505,0.95818937
2559,0.90924,0.97093,1.04635803
2560,0.90924,1.0142,1.08888332
2561,0.90924,1.11251,1.1628311
2562,0.90924,1.15793,1.40076796
2563,0.90924,1.13923,0.94454276
2564,0.90924,1.09568,0.98766752
2565,0.90924,1.04493,1.00204245
2566,0.90924,0.99497,0.98878108
2567,0.90924,1.00352,0.98295687
2568,0.82148,0.9951,0.99464038
2569,0.82148,0.9943,1.00763105
2570,0.82148,0.96465,1.05309838
2571,0.82148,0.96518,1.08595996
2572,0.82148,1.00539,1.13211226
2573,0.82148,1.13562,1.10205078
2574,0.82148,1.19078,0.98195001
2575,0.82148,1.23566,0.81138574
2576,0.82148,1.1638,1.25528522
2577,0.82148,1.09221,1.15727274
2578,0.82148,1.03638,1.07399777
2579,0.82148,1.00058,1.05623475
2580,0.82148,0.89933,1.0980905
2581,0.82148,0.85913,1.01135404
2582,0.82148,0.89947,1.02510388
2583,0.82148,0.95289,1.05682658
2584,0.82148,1.02315,1.05739406
2585,0.82148,1.09916,1.08694287
2586,0.82148,1.15552,1.38322497
2587,0.82148,1.14056,0.98048006
2588,0.82148,1.08767,1.00922991
2589,0.82148,1.07378,0.98048006
2590,0.82148,1.04399,0.97713267
2591,0.82148,0.97627,0.98295687
2592,0.93353,0.93152,0.99464038
2593,0.93353,0.92044,0.97713267
2594,0.93353,0.90922,0.99464038
2595,0.93353,0.92525,0.99464038
2596,0.93353,0.95089,0.99464038
2597,0.93353,1.00325,0.97129397
2598,0.93353,1.03785,0.89462708
2599,0.93353,1.08233,0.85822822
2600,0.93353,1.06696,1.36705354
2601,0.93353,1.00392,1.32881422
2602,0.93353,0.9553,1.28603835
2603,0.93353,0.83709,1.24913477
2604,0.93353,0.56848,1.10950337
2605,0.93353,0.56394,1.08151677
2606,0.93353,0.77538,1.01706411
2607,0.93353,0.86394,0.98505411
2608,0.93353,0.96839,1.01538791
2609,0.93353,1.05708,1.09443071
2610,0.93353,1.08032,1.23410961
2611,0.93353,1.07391,0.85110578
2612,0.93353,1.0858,0.90860546
2613,0.93353,1.08299,0.94454276
2614,0.93353,1.05281,0.93636323
2615,0.93353,0.94929,0.95383585
2616,0.85611,0.91857,0.95966005
2617,0.85611,0.8976,1.03361238
2618,0.85611,0.89786,1.04010771
2619,0.85611,0.91763,1.02711705
2620,0.85611,0.96265,1.00113571
2621,0.85611,1.00646,0.94653862
2622,0.85611,1.01247,0.79076495
2623,0.85611,0.99564,0.68231446
2624,0.85611,1.00045,0.77366541
2625,0.85611,0.91135,0.72812855
2626,0.85611,0.87596,0.70566793
2627,0.85611,0.85632,0.54585338
2628,0.85611,0.80143,0.63895243
2629,0.85611,0.77778,0.64820671
2630,0.85611,0.83001,0.63501513
2631,0.85611,0.87008,0.65737041
2632,0.85611,1.00485,0.5639512
2633,0.85611,1.09675,0.65568653
2634,0.85611,1.1236,0.7331041
2635,0.85611,1.09274,0.8197509
2636,0.85611,1.07672,0.83139931
2637,0.85611,1.06456,0.85469614
2638,0.85611,1.04947,0.92471482
2639,0.85611,0.99043,0.93636323
2640,0.81489,0.95129,0.94801164
2641,0.81489,0.91483,0.95966005
2642,0.81489,0.91523,0.97130846
2643,0.81489,0.94061,1.01412638
2644,0.81489,0.939,1.06618041
2645,0.81489,0.95476,1.07456371
2646,0.81489,0.95129,0.94830718
2647,0.81489,0.95102,0.76169889
2648,0.81489,0.92738,0.63599232
2649,0.81489,0.88558,0.53900513
2650,0.81489,0.88491,0.61313164
2651,0.81489,0.8638,0.53983772
2652,0.81489,0.63045,0.54438806
2653,0.81489,0.58063,0.46740182
2654,0.81489,0.62645,0.46740182
2655,0.81489,0.79608,0.46740182
2656,0.81489,0.92271,0.49757809
2657,0.81489,1.05588,0.54523463
2658,0.81489,1.11438,0.58703118
2659,0.81489,1.11238,0.65532835
2660,0.81489,1.08673,0.69278279
2661,0.81489,1.0496,0.67938914
2662,0.81489,1.00899,0.75648537
2663,0.81489,0.86808,0.77930638
2664,0.8431,0.75307,0.80823072
2665,0.8431,0.67053,0.81987913
2666,0.8431,0.63059,0.83152754
2667,0.8431,0.57048,0.81405492
2668,0.8431,0.69484,0.82570333
2669,0.8431,0.56554,0.81418136
2670,0.8431,0.5431,0.76204868
2671,0.8431,0.72302,0.64616213
2672,0.8431,0.58304,0.94045605
2673,0.8431,0.42663,0.95420883
2674,0.8431,-0.23655,0.94542894
2675,0.8431,-0.33232,0.9447217
2676,0.8431,-0.53575,0.93902673
2677,0.8431,-0.61189,0.93934627
2678,0.8431,-0.57128,0.93897045
2679,0.8431,-0.42142,0.93480364
2680,0.8431,-0.07841,0.93633875
2681,0.8431,0.49167,0.94011382
2682,0.8431,0.69804,0.96371167
2683,0.8431,0.72436,0.52313196
2684,0.8431,0.53669,0.55181033
2685,0.8431,0.49728,0.56710545
2686,0.8431,0.2451,0.59934578
2687,0.8431,0.47391,0.65307965
2688,0.82485,0.40405,0.67994658
2689,0.82485,0.36812,0.70144013
2690,0.82485,0.34956,0.70681352
2691,0.82485,0.36919,0.71756029
2692,0.82485,0.58825,0.66382642
2693,0.82485,0.89025,0.68078038
2694,0.82485,1.01541,0.5999453
2695,0.82485,1.01153,0.49386472
2696,0.82485,0.86968,0.94499919
2697,0.82485,0.71688,0.96877755
2698,0.82485,0.49728,0.93653212
2699,0.82485,0.36358,0.93490711
2700,0.82485,0.36371,0.93480364
2701,0.82485,0.43691,0.93480364
2702,0.82485,0.49862,0.93731831
2703,0.82485,0.67159,0.93480364
2704,0.82485,0.91843,0.93480364
2705,0.82485,1.0122,0.93784019
2706,0.82485,1.04599,0.94386522
2707,0.82485,1.04025,0.58715611
2708,0.82485,0.98268,0.62725743
2709,0.82485,0.8988,0.60319664
2710,0.82485,0.86714,0.61009255
2711,0.82485,0.83041,0.64770626
2712,0.84625,0.82507,0.71756029
2713,0.84625,0.79167,0.78501163
2714,0.84625,0.73664,0.78501163
2715,0.84625,0.83094,0.77360112
2716,0.84625,0.8646,0.80240651
2717,0.84625,1.0325,0.80042756
2718,0.84625,1.07364,0.780838
2719,0.84625,1.08259,0.73113244
2720,0.84625,1.05748,1.09913595
2721,0.84625,1.01581,1.09816287
2722,0.84625,0.95677,1.13245257
2723,0.84625,0.89746,1.01410167
2724,0.84625,0.93126,0.96896597
2725,0.84625,0.91897,1.01554183
2726,0.84625,0.91336,0.97672824
2727,0.84625,0.95129,0.974845
2728,0.84625,1.04426,0.94021461
2729,0.84625,1.11331,0.95229428
2730,0.84625,1.11171,1.05879902
2731,0.84625,1.0894,0.64329796
2732,0.84625,1.06349,0.64730809
2733,0.84625,1.00579,0.65933848
2734,0.84625,0.91095,0.69069336
2735,0.84625,0.87249,0.69069336
2736,0.86119,0.8455,0.71756029
2737,0.86119,0.86046,0.76219062
2738,0.86119,0.87956,0.73368045
2739,0.86119,0.91496,0.72830707
2740,0.86119,1.00298,0.72830707
2741,0.86119,1.08633,0.65845215
2742,0.86119,1.17569,0.56688534
2743,0.86119,1.14083,0.59212709
2744,0.86119,1.09007,0.97314921
2745,0.86119,1.048,0.96298768
2746,0.86119,0.99978,0.96457412
2747,0.86119,0.96732,0.95728858
2748,0.86119,0.92431,0.9495773
2749,0.86119,0.90441,0.95303137
2750,0.86119,0.91576,0.96242692
2751,0.86119,0.96131,0.94064038
2752,0.86119,1.04733,0.94793655
2753,0.86119,1.11425,0.96283226
2754,0.86119,1.26478,1.03970519
2755,0.86119,1.29697,0.60720677
2756,0.86119,1.13509,0.61522703
2757,0.86119,1.06069,0.64329796
2758,0.86119,1.01834,0.63695949
2759,0.86119,0.9911,0.64770626
2760,0.86119,0.96438,0.66382642
2761,0.86119,0.94475,0.67994658
2762,0.86119,0.96278,0.67457319
2763,0.86119,0.98415,0.73368045
2764,0.86119,1.02476,0.82570333
2765,0.86119,1.10436,0.78298315
2766,0.86119,1.21282,0.6748929
2767,0.86119,1.24996,0.67269897
2768,0.86119,1.20401,1.23742322
2769,0.86119,1.1638,1.17234451
2770,0.86119,1.12387,1.20673745
2771,0.86119,1.08406,1.18894335
2772,0.86119,1.06002,1.09850769
2773,0.86119,1.03584,1.08347761
2774,0.86119,1.03798,1.07004884
2775,0.86119,1.05067,1.10219267
2776,0.86119,1.10757,1.12002364
2777,0.86119,1.09795,1.13332405
2778,0.86119,1.15218,1.22173342
2779,0.86119,1.1602,0.81516848
2780,0.86119,1.11679,0.85110578
2781,0.86119,1.05748,0.8654807
2782,0.86119,0.99176,0.87229697
2783,0.86119,0.92458,0.86064856
2784,0.86677,0.89893,0.85482436
2785,0.86677,0.88491,0.85482436
2786,0.86677,0.87142,0.84900015
2787,0.86677,0.86327,0.84900015
2788,0.86677,0.85432,0.85482436
2789,0.86677,0.85779,0.84336569
2790,0.86677,0.92418,0.78798072
2791,0.86677,0.99403,0.70563038
2792,0.86677,0.96986,0.61110932
2793,0.86677,0.93353,0.56390231
2794,0.86677,0.92418,0.57162298
2795,0.86677,0.90401,0.57130719
2796,0.86677,0.86955,0.57218455
2797,0.86677,0.83014,0.57876399
2798,0.86677,0.86848,0.58670222
2799,0.86677,0.91069,0.61207725
2800,0.86677,0.939,0.63560753
2801,0.86677,1.00472,0.68243368
2802,0.86677,1.0301,0.73547201
2803,0.86677,1.02115,0.8197509
2804,0.86677,0.99951,0.83139931
2805,0.86677,0.98255,0.84304773
2806,0.86677,0.91857,0.86064856
2807,0.86677,0.91416,0.82570333
2808,0.89826,0.88491,0.77360112
2809,0.89826,0.8976,0.74507486
2810,0.89826,0.88424,0.72830707
2811,0.89826,0.89132,0.75078011
2812,0.89826,0.89706,0.75078011
2813,0.89826,0.90708,0.74193061
2814,0.89826,0.91977,0.66369432
2815,0.89826,0.92498,0.56542501
2816,0.89826,0.9565,0.48296399
2817,0.89826,0.95744,0.48505777
2818,0.89826,0.97146,0.47918859
2819,0.89826,0.93232,0.51017122
2820,0.89826,0.91683,0.49278288
2821,0.89826,0.90294,0.48443252
2822,0.89826,0.89452,0.5301264
2823,0.89826,0.92084,0.49509379
2824,0.89826,0.97119,0.46740182
2825,0.89826,1.05361,0.47152407
2826,0.89826,1.10223,0.5413303
2827,0.89826,1.13468,0.55372222
2828,0.89826,1.11224,0.57111559
2829,0.89826,1.13482,0.6112169
2830,0.89826,1.09208,0.68531997
2831,0.89826,1.01153,0.75078011
2832,0.8431,0.98068,0.81987913
2833,0.8431,0.972,0.88976959
2834,0.8431,0.96452,0.96548426
2835,0.8431,0.95343,0.98878108
2836,0.8431,0.98535,1.00763105
2837,0.8431,1.12226,0.98317314
2838,0.8431,1.20174,0.85119614
2839,0.8431,1.25436,0.92805104
2840,0.8431,1.1821,1.3202492
2841,0.8431,1.12453,1.2933914
2842,0.8431,1.1061,1.31341595
2843,0.8431,1.0854,1.22995666
2844,0.8431,1.07124,1.00224164
2845,0.8431,1.04012,0.96821199
2846,0.8431,1.02329,0.95524293
2847,0.8431,1.02983,0.95131757
2848,0.8431,1.06322,0.93686411
2849,0.8431,1.09755,0.93982927
2850,0.8431,1.12574,1.01165748
2851,0.8431,1.13549,0.60720677
2852,0.8431,1.12213,0.64730809
2853,0.8431,1.09608,0.70826697
2854,0.8431,1.0102,0.78501163
2855,0.8431,0.95102,0.83152754
2856,0.95257,0.97867,0.86647277
2857,0.95257,0.96438,0.93053903
2858,0.95257,0.96759,0.96548426
2859,0.95257,0.9569,0.97713267
2860,0.95257,0.99163,1.07277359
2861,0.95257,1.10623,1.00448033
2862,0.95257,1.19332,0.8204612
2863,0.95257,1.29831,0.67206207
2864,0.95257,1.18437,0.99123983
2865,0.95257,1.13041,0.955213
2866,0.95257,1.09595,0.95057029
2867,0.95257,1.04252,0.97340649
2868,0.95257,0.98428,0.94145928
2869,0.95257,0.96411,0.93928239
2870,0.95257,0.96358,0.93854653
2871,0.95257,0.96892,0.93865888
2872,0.95257,1.04853,0.93480364
2873,0.95257,1.12587,0.93906571
2874,0.95257,1.22351,0.93920191
2875,0.95257,1.18825,0.50103559
2876,0.95257,1.14751,0.52695574
2877,0.95257,1.11505,0.62135879
2878,0.95257,1.07672,0.55181033
2879,0.95257,1.00445,0.56710545
2880,0.94675,0.96705,0.64233287
2881,0.94675,0.93286,0.69069336
2882,0.94675,0.91309,0.73936961
2883,0.94675,0.89172,0.79658231
2884,0.94675,0.89386,0.81405492
2885,0.94675,0.86434,0.76193366
2886,0.94675,0.86554,0.60772111
2887,0.94675,0.90962,0.56508745
2888,0.94675,0.88958,0.95712815
2889,0.94675,0.88264,1.07549554
2890,0.94675,0.87956,0.94295191
2891,0.94675,0.77899,0.94172943
2892,0.94675,0.56233,0.94079166
2893,0.94675,0.46403,0.94014834
2894,0.94675,0.45922,0.93996732
2895,0.94675,0.52333,0.94019148
2896,0.94675,0.75882,0.93480364
2897,0.94675,0.89292,0.93725576
2898,0.94675,0.95784,0.96439852
2899,0.94675,0.99444,0.60979739
2900,0.94675,0.94034,0.56328167
2901,0.94675,0.96679,0.60720677
2902,0.94675,0.89706,0.69069336
2903,0.94675,0.91336,0.76219062
2904,0.95321,0.86647,0.82570333
2905,0.95321,0.86033,0.87229697
2906,0.95321,0.84029,0.91306641
2907,0.95321,0.85712,0.95966005
2908,0.95321,0.92338,1.00763105
2909,0.95321,1.05454,0.93037153
2910,0.95321,1.1049,0.80833726
2911,0.95321,1.12707,0.85145074
2912,0.95321,1.07525,1.14386744
2913,0.95321,1.02716,0.99279453
2914,0.95321,0.99537,0.96546975
2915,0.95321,0.91656,0.95722835
2916,0.95321,0.92297,0.94992875
2917,0.95321,0.9553,0.96059231
2918,0.95321,0.9911,0.94665442
2919,0.95321,0.99751,0.93480364
2920,0.95321,1.03664,0.93480364
2921,0.95321,1.11104,0.93688949
2922,0.95321,1.12707,1.0130313
2923,0.95321,1.12974,0.55563411
2924,0.95321,1.10677,0.58715611
2925,0.95321,1.09421,0.61522703
2926,0.95321,1.05401,0.65845303
2927,0.95321,0.94154,0.69069336
2928,0.95321,0.96305,0.73368045
2929,0.95321,0.94568,0.77360112
2930,0.95321,0.93072,0.7907581
2931,0.95321,0.939,0.83735174
2932,0.95321,0.9772,0.83735174
2933,0.95321,1.05721,0.75335731
2934,0.95321,1.12453,0.59720472
2935,0.95321,1.16607,0.53808246
2936,0.95321,1.13722,0.95103295
2937,0.95321,1.12333,1.0481215
2938,0.95321,1.11759,1.02109442
2939,0.95321,1.08059,0.94477198
2940,0.95321,1.02903,0.94150484
2941,0.95321,0.98655,0.94144139
2942,0.95321,0.97253,0.94035456
2943,0.95321,0.97066,0.94016449
2944,0.95321,1.01634,0.94179526
2945,0.95321,1.05802,0.93641564
2946,0.95321,1.08406,0.95350411
2947,0.95321,1.09221,0.55199042
2948,0.95321,1.09688,0.54989844
2949,0.95321,1.1029,0.58314598
2950,0.95321,1.05802,0.67457319
2951,0.95321,1.02743,0.73936961
2952,0.95828,0.98802,0.78501163
2953,0.95828,0.97186,0.84900015
2954,0.95828,0.96305,0.901418
2955,0.95828,0.96411,0.94218744
2956,0.95828,0.95784,0.95966005
2957,0.95828,0.97226,0.89698628
2958,0.95828,1.04279,0.79761883
2959,0.95828,1.09795,0.6543106
2960,0.95828,1.09889,0.50428996
2961,0.95828,1.07952,0.46740182
2962,0.95828,1.06656,0.48048683
2963,0.95828,1.03865,0.46740182
2964,0.95828,0.99083,0.53292248
2965,0.95828,0.96371,0.46812957
2966,0.95828,0.93767,0.48999421
2967,0.95828,0.93339,0.49915705
2968,0.95828,0.95249,0.52800123
2969,0.95828,1.04987,0.46740182
2970,0.95828,1.09622,0.54212359
2971,0.95828,1.09542,0.57512572
2972,0.95828,1.10463,0.60720677
2973,0.95828,1.11024,0.6232473
2974,0.95828,1.0886,0.67457319
2975,0.95828,0.96692,0.70681352
2976,0.9792,0.92458,0.73368045
2977,0.9792,0.88477,0.75078011
2978,0.9792,0.8829,0.75648537
2979,0.9792,0.88477,0.75078011
2980,0.9792,0.87008,0.76219062
2981,0.9792,0.87155,0.73354632
2982,0.9792,0.88437,0.69926963
2983,0.9792,0.90695,0.61154554
2984,0.9792,0.90147,0.49347777
2985,0.9792,0.87703,0.47038013
2986,0.9792,0.88063,0.46747141
2987,0.9792,0.87208,0.49509379
2988,0.9792,0.84951,0.47134858
2989,0.9792,0.7122,0.48775579
2990,0.9792,0.70672,0.53696552
2991,0.9792,0.787,0.47072809
2992,0.9792,0.90695,0.48749116
2993,0.9792,0.93019,0.49435134
2994,0.9792,1.01073,0.58793396
2995,0.9792,1.0488,0.74411397
2996,0.9792,1.04867,0.77315726
2997,0.9792,1.06242,0.80227829
2998,0.9792,1.02729,0.84900015
2999,0.9792,1.00312,0.86064856
3000,0.99097,0.96425,0.87229697
3001,0.99097,0.96331,0.87812118
3002,0.99097,0.94221,0.88394538
